,countryiso3code,country.value,GDP per capita (current US$),GDP (current US$),"Population, total",Population growth (annual %),"School enrollment, tertiary (% gross)","Life expectancy at birth, total (years)",High-technology exports (% of manufactured exports),Research and development expenditure (% of GDP),"International tourism, number of arrivals","International tourism, number of departures",Refugee population by country or territory of origin,Refugee population by country or territory of asylum,"Inflation, consumer prices (annual %)","Official exchange rate (LCU per US$, period average)",Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),Gini index (World Bank estimate),CO2 emissions (kg per PPP $ of GDP),Energy use (kg of oil equivalent per capita),Trade (% of GDP),"Foreign direct investment, net inflows (BoP, current US$)",year,region,country,incomeLevel
45,AFG,Afghanistan,186.510897140201,2366666615.55556,12689160.0,2.20078031913849,1.11731994152069,40.128,,,,,,,,34.9296307738452,,,,,26.9483576711852,,1975,South Asia,Afghanistan,Low income
46,AFG,Afghanistan,173.653764639169,2155555497.77778,12412950.0,2.47943603015081,1.02260005474091,39.558,,,,,,,,38.3787089832034,,,,,28.8659801551706,,1974,South Asia,Afghanistan,Low income
47,AFG,Afghanistan,143.144649500081,1733333264.44444,12108963.0,2.65911595143119,1.09458994865417,39.003,,,,,,,,38.6922615476905,,,,,27.6923087928995,270000.0,1973,South Asia,Afghanistan,Low income
48,AFG,Afghanistan,135.31730831433,1595555475.55556,11791215.0,2.71452275236408,0.951129972934723,38.461,,,,,,,,38.6922615476905,,,,,32.8690810352185,150000.0,1972,South Asia,Afghanistan,Low income
49,AFG,Afghanistan,159.567578521888,1831108971.11111,11475445.0,2.66519232885823,0.923879981040955,37.93,,,,,,,,38.6922615476905,,,,,27.0631374536424,450000.0,1971,South Asia,Afghanistan,Low income
50,AFG,Afghanistan,156.518939442982,1748886595.55556,11173642.0,2.53659948895689,0.768769979476929,37.409,,,,,,,,38.6922615476905,,,,,21.7281100678648,230000.0,1970,South Asia,Afghanistan,Low income
51,AFG,Afghanistan,129.329712876621,1408888922.22222,10893776.0,2.38472049984008,,36.9,,,,,,,,38.6922615476905,,,,,25.0788642331499,,1969,South Asia,Afghanistan,Low income
52,AFG,Afghanistan,129.108323102596,1373333366.66667,10637063.0,2.25457212371635,,36.403,,,,,,,,38.6922615476905,,,,,24.110033071763,,1968,South Asia,Afghanistan,Low income
53,AFG,Afghanistan,160.898588872438,1673333417.77778,10399926.0,2.18810774747517,,35.914,,,,,,,,38.6922615476905,,,,,20.9827354616946,,1967,South Asia,Afghanistan,Low income
54,AFG,Afghanistan,137.594352053111,1399999966.66667,10174836.0,2.17100878515664,,35.43,,,,,,,,38.6922615476905,,,,,27.1428573129252,,1966,South Asia,Afghanistan,Low income
55,AFG,Afghanistan,101.108304853377,1006666637.77778,9956320.0,2.14756657671872,,34.948,,,,,,,,38.6922615476905,,,,,32.6710826152849,,1965,South Asia,Afghanistan,Low income
56,AFG,Afghanistan,82.0952307131832,800000044.444444,9744781.0,2.09024767251581,,34.463,,,,,,,,38.6922615476905,,,,,26.9444479475307,,1964,South Asia,Afghanistan,Low income
57,AFG,Afghanistan,78.7063875407802,751111191.111111,9543205.0,2.02989338459837,,33.971,,,,,,,,35.1096447377192,,,,,26.0355114281704,,1963,South Asia,Afghanistan,Low income
58,AFG,Afghanistan,58.4580149495439,546666677.777778,9351441.0,1.96575051142112,,33.471,,,,,,,,17.1965606878624,,,,,14.2276444262674,,1962,South Asia,Afghanistan,Low income
59,AFG,Afghanistan,59.8608738790779,548888895.555556,9169410.0,1.89847565283934,,32.962,,,,,,,,17.1965606878624,,,,,12.5506095641626,,1961,South Asia,Afghanistan,Low income
60,AFG,Afghanistan,59.7731938409853,537777811.111111,8996973.0,,,32.446,,,,,,,,17.1965606878624,,,,,11.157026581176,,1960,South Asia,Afghanistan,Low income
61,ALB,Albania,,,,,,,,,,,,,,,,,,,,,2020,Europe & Central Asia,Albania,Upper middle income
62,ALB,Albania,5352.85741103671,15278077446.8643,2854191.0,-0.426007367032238,59.7784996032715,,,,,,15027.0,120.0,1.41109078954244,109.850833333333,,,,,76.7282995551779,1201022154.46645,2019,Europe & Central Asia,Albania,Upper middle income
63,ALB,Albania,5284.38018438156,15147020535.3869,2866376.0,-0.246732042281782,54.9613304138184,78.458,0.0495135534387513,,5340000.0,5415000.0,13512.0,132.0,2.02805963071135,107.989166666667,,,,,76.8010468916574,1204383363.60476,2018,Europe & Central Asia,Albania,Upper middle income
64,ALB,Albania,4531.02080555986,13019693450.8816,2873457.0,-0.0919722937442495,57.3752593994141,78.333,0.095825625764138,,4643000.0,5186000.0,12168.0,124.0,1.98666133171194,119.1,1.3,33.2,,,78.194248641577,1022757857.07377,2017,Europe & Central Asia,Albania,Upper middle income
65,ALB,Albania,4124.05572595352,11861200797.4707,2876101.0,-0.159880412127734,58.3818511962891,78.194,0.784246829358557,,4070000.0,4852000.0,11060.0,141.0,1.27543168367409,124.1425,0.9,33.7,0.131398114834477,,74.8098567265253,1044389554.85795,2016,Europe & Central Asia,Albania,Upper middle income
66,ALB,Albania,3952.80121524465,11386846319.1589,2880703.0,-0.291205786840436,62.0076217651367,78.025,1.63327412328146,,3784000.0,4504000.0,10404.0,109.0,1.89617402592348,125.961666666667,1.1,32.9,0.137425073955,,71.8010296711194,989578334.828609,2015,Europe & Central Asia,Albania,Upper middle income
67,ALB,Albania,4578.6319939825,13228144008.3428,2889104.0,-0.207046999760594,65.7829666137695,77.813,0.257205728599924,,3341000.0,4146000.0,10156.0,111.0,1.62586504402605,105.48,1.6,34.6,0.168756387011699,808.455839595944,75.4078655927631,1149927985.77737,2014,Europe & Central Asia,Albania,Upper middle income
68,ALB,Albania,4413.06086120676,12776217194.7928,2895092.0,-0.183211384606402,64.6344299316406,77.554,0.889663521898637,,2857000.0,3928000.0,10104.0,96.0,1.93761754903872,105.669166666667,,,0.160560312129461,801.329975005976,75.8737335169854,1254150555.51294,2013,Europe & Central Asia,Albania,Upper middle income
69,ALB,Albania,4247.62998374252,12319830252.4768,2900401.0,-0.165151040121679,59.252010345459,77.252,0.92532277107624,,3156000.0,3959000.0,12569.0,84.0,2.03159593996543,108.184166666667,0.8,29.0,0.161307046242965,687.896259861998,76.5102010189022,917994575.801863,2012,Europe & Central Asia,Albania,Upper middle income
70,ALB,Albania,4437.14288515077,12890765324.2256,2905195.0,-0.269017331764615,49.8787002563477,76.914,1.01629019789082,,2469000.0,4120000.0,13552.0,79.0,3.42912324722163,100.895833333333,,,0.176700182758223,764.968616564465,81.2185647062601,1048706682.05458,2011,Europe & Central Asia,Albania,Upper middle income
71,ALB,Albania,4094.3503344202,11926928505.5231,2913021.0,-0.49646196338738,44.5492515563965,76.562,1.46467267849892,,2191000.0,3443000.0,14771.0,75.0,3.62233541062328,103.936666666667,,,0.163834306986171,729.154372728518,76.5433546212188,1089898207.57431,2010,Europe & Central Asia,Albania,Upper middle income
72,ALB,Albania,4114.14011404922,12044223352.5413,2927519.0,-0.673894046451936,33.3855514526367,76.221,1.32802360504536,,1711000.0,3404000.0,15707.0,69.0,2.23139683475867,94.9781198203843,,,0.169540106817407,732.316681804627,75.09481921411,1345415233.65622,2009,Europe & Central Asia,Albania,Upper middle income
73,ALB,Albania,4370.54012699014,12881354103.8398,2947314.0,-0.767342959142321,32.0928001403809,75.912,,0.15412,1247000.0,3716000.0,15007.0,57.0,3.36313757366391,83.8946041005291,0.3,30.0,0.180390182045114,710.748498463347,77.4517479127996,1247181714.30558,2008,Europe & Central Asia,Albania,Upper middle income
74,ALB,Albania,3595.03716321514,10677321490.3807,2970017.0,-0.75571875541991,30.6871299743652,75.646,,0.08757,1062000.0,2979000.0,15335.0,68.0,2.93268248162319,90.4278938310708,,,0.181744148218868,679.861765101008,83.2021007868277,652275603.722803,2007,Europe & Central Asia,Albania,Upper middle income
75,ALB,Albania,2972.74326462176,8896073938.31407,2992547.0,-0.630911244851673,26.6371402740479,75.423,,,,2616000.0,14079.0,56.0,2.37072831904283,98.1033770912698,,,0.198604677038995,706.859407721917,74.2670817296107,325138316.803697,2006,Europe & Central Asia,Albania,Upper middle income
76,ALB,Albania,2673.78728253113,8052075642.10781,3011487.0,-0.511790116421897,23.1898307800293,75.228,,,,2097000.0,12718.0,53.0,2.36658195679796,99.8702544808992,0.9,30.6,0.240821822895353,719.584378082987,70.8723282677903,262479012.637464,2005,Europe & Central Asia,Albania,Upper middle income
77,ALB,Albania,2373.57984371994,7184681398.5698,3026939.0,-0.417931377925999,19.8904399871826,75.039,,,,1694000.0,10474.0,49.0,2.28001916938101,102.780051196172,,,0.253782545137341,715.414483080102,67.047228208342,341285112.537562,2004,Europe & Central Asia,Albania,Upper middle income
78,ALB,Albania,1846.11881331912,5611492282.86582,3039616.0,-0.374149169291299,16.6572399139404,74.828,,,,1350000.0,10382.0,24.0,0.484002611818489,121.86325,,,0.282845734325733,648.168387059418,67.0206085093238,178036400.666667,2003,Europe & Central Asia,Albania,Upper middle income
79,ALB,Albania,1425.12484888368,4348070165.19261,3051010.0,-0.299876697084691,16.311429977417,74.579,,,,1303000.0,10758.0,18.0,7.7705258343155,140.154515875,1.6,31.7,0.26377254890036,660.04798411018,68.5250379172273,135000000.0,2002,Europe & Central Asia,Albania,Upper middle income
80,ALB,Albania,1281.65939343074,3922099470.97313,3060173.0,-0.93847042771206,15.9046297073364,74.288,,,,955000.0,7627.0,291.0,3.10758827031434,143.484833333333,,,0.244876772864991,597.265252650749,66.4910464537142,207300000.0,2001,Europe & Central Asia,Albania,Upper middle income
81,ALB,Albania,1126.68331762741,3480355188.60063,3089027.0,-0.637356833943492,15.5366096496582,73.955,,,,,6801.0,521.0,0.0500181363468265,143.709416666667,,,0.25326405498625,580.494764208924,63.4540743986735,143000000.0,2000,Europe & Central Asia,Albania,Upper middle income
82,ALB,Albania,1033.2416930932,3212119044.17089,3108778.0,-0.63335227398725,14.7477703094482,73.587,,,,,6286.0,3932.0,0.389437653561604,137.690583333333,,,0.276572542315899,576.183632282524,51.0110717547709,41200000.0,1999,Europe & Central Asia,Albania,Upper middle income
83,ALB,Albania,813.790263555599,2545967253.2416,3128530.0,-0.629334392525913,13.5501699447632,73.208,,,,,5353.0,22334.0,20.6428588670597,150.633333333333,,,0.185458486795895,426.682819087559,48.1374835354003,45010000.0,1998,Europe & Central Asia,Albania,Upper middle income
84,ALB,Albania,717.380567391734,2258515610.08862,3148281.0,-0.625430096900055,12.6997203826904,72.838,,,,,5381.0,34.0,33.1802743753956,148.932916666667,,,0.180498587690742,384.594958328053,45.4255233483672,47500000.0,1997,Europe & Central Asia,Albania,Upper middle income
85,ALB,Albania,1009.97766752106,3199642579.96974,3168033.0,-0.62151139901728,10.9394502639771,72.495,,,,,5784.0,4927.0,12.7254778087103,104.498916666667,0.9,27.0,0.213677988410055,447.848870261137,44.895427261101,90100000.0,1996,Europe & Central Asia,Albania,Upper middle income
86,ALB,Albania,750.604449178826,2392764853.42107,3187784.0,-0.617703658436963,10.2028198242188,72.205,,,,,5804.0,4721.0,7.79321853789214,92.6975,,,0.245592020457196,417.034843013203,47.6105948729712,70000000.0,1995,Europe & Central Asia,Albania,Upper middle income
87,ALB,Albania,586.416339644261,1880951520.3972,3207536.0,-0.613880506929603,10.6335802078247,71.992,,,,,5021.0,3000.0,22.5650526933696,94.6233333333333,,,0.262173662104463,441.249295409311,53.1025847356112,53000000.0,1994,Europe & Central Asia,Albania,Upper middle income
88,ALB,Albania,367.279225077581,1185315468.46295,3227287.0,-0.610165792730247,11.1776103973389,71.86,,,,,4747.0,3000.0,85.0047512387157,102.0625,,,0.351872514795169,412.378880465233,80.518332770413,58000000.0,1993,Europe & Central Asia,Albania,Upper middle income
89,ALB,Albania,200.852219772323,652174990.837304,3247039.0,-0.606434726201759,9.28732013702393,71.802,,,,,4355.0,3000.0,226.005421253526,75.0325,,,0.425000430235911,418.286629757142,108.785472241159,20000000.0,1992,Europe & Central Asia,Albania,Upper middle income
90,ALB,Albania,336.586994504629,1099559027.77778,3266790.0,-0.602809679480026,8.85533046722412,71.803,,,,,3542.0,,,,,,0.687502277077439,572.781843950789,36.0705200632829,0.0,1991,Europe & Central Asia,Albania,Upper middle income
91,ALB,Albania,617.230435515505,2028553750.0,3286542.0,1.79908559333186,8.36635971069336,71.836,,,,,1822.0,,,,,,0.658371385924578,813.255695500012,39.4369634031142,0.0,1990,Europe & Central Asia,Albania,Upper middle income
92,ALB,Albania,697.995596576519,2253090000.0,3227943.0,2.68786198874035,8.14828014373779,71.86,,,,,367.0,,,,,,,896.437762376845,40.066086463479,0.0,1989,Europe & Central Asia,Albania,Upper middle income
93,ALB,Albania,652.774321396566,2051236250.0,3142336.0,1.88671052887888,7.73795986175537,71.843,,,,,358.0,,,,,,,927.744518727469,36.89787073527,0.0,1988,Europe & Central Asia,Albania,Upper middle income
94,ALB,Albania,674.793383069492,2080796250.0,3083605.0,1.99703995612751,7.32686996459961,71.76,,,,,129.0,,,,,,,921.893044018284,32.159563916938,0.0,1987,Europe & Central Asia,Albania,Upper middle income
95,ALB,Albania,693.873474633887,2097326250.0,3022635.0,1.93322081083734,7.22121000289917,71.605,,,,,90.0,,,,,,,963.927169506077,31.6373048780561,0.0,1986,Europe & Central Asia,Albania,Upper middle income
96,ALB,Albania,639.865909445734,1897050133.42015,2964762.0,2.05599460887143,7.02590990066528,71.388,,,,,1587.0,,,,,,,916.555190602146,35.9348239721958,0.0,1985,Europe & Central Asia,Albania,Upper middle income
97,ALB,Albania,639.48473584821,1857338011.85488,2904429.0,2.10393661802013,6.55998992919922,71.134,,,,,1576.0,,,,,,,1018.26314225619,38.1156830212927,0.0,1984,Europe & Central Asia,Albania,Upper middle income
98,ALB,Albania,,,2843960.0,2.12088533357751,5.92611980438232,70.876,,,,,1610.0,,,,,,,1000.12201296783,40.4106676033234,0.0,1983,Europe & Central Asia,Albania,Upper middle income
99,ALB,Albania,,,2784278.0,2.11327178253342,,70.635,,,,,1645.0,,,,,,,966.683283781289,44.8105616083383,0.0,1982,Europe & Central Asia,Albania,Upper middle income
100,ALB,Albania,,,2726056.0,2.00297430640894,5.18940019607544,70.416,,,,,1680.0,,,,,,,989.200148492914,46.1004662837047,0.0,1981,Europe & Central Asia,Albania,Upper middle income
101,ALB,Albania,,,2671997.0,2.04796386136191,,70.208,,,,,1681.0,,,,,,,1149.53609603604,47.4940925041872,0.0,1980,Europe & Central Asia,Albania,Upper middle income
102,ALB,Albania,,,2617832.0,1.98945701957156,,69.991,,,,,1610.0,,,,,,,864.199459705589,,,1979,Europe & Central Asia,Albania,Upper middle income
103,ALB,Albania,,,2566266.0,2.07574189532527,5.83141994476318,69.742,,,,,1980.0,,,,,,,1010.81922139014,,,1978,Europe & Central Asia,Albania,Upper middle income
104,ALB,Albania,,,2513546.0,2.21325217885547,,69.448,,,,,2000.0,,,,,,,923.728867504315,,,1977,Europe & Central Asia,Albania,Upper middle income
105,ALB,Albania,,,2458526.0,2.20823525497527,,69.11,,,,,,,,,,,,890.953359858712,,,1976,Europe & Central Asia,Albania,Upper middle income
106,ALB,Albania,,,2404831.0,2.3011538096943,,68.736,,,,,380.0,,,,,,,826.952081040206,,,1975,Europe & Central Asia,Albania,Upper middle income
107,ALB,Albania,,,2350124.0,2.29721417566909,,68.343,,,,,380.0,,,,,,,776.934748974948,,,1974,Europe & Central Asia,Albania,Upper middle income
108,ALB,Albania,,,2296752.0,2.36255222384825,,67.953,,,,,2090.0,,,,,,,762.725361728214,,,1973,Europe & Central Asia,Albania,Upper middle income
109,ALB,Albania,,,2243126.0,2.49497310670312,14.9279098510742,67.582,,,,,2300.0,,,,,,,865.59248120703,,,1972,Europe & Central Asia,Albania,Upper middle income
110,ALB,Albania,,,2187853.0,2.4229720170788,13.9081401824951,67.237,,,,,390.0,,,,,,,785.161525934329,,,1971,Europe & Central Asia,Albania,Upper middle income
111,ALB,Albania,,,2135479.0,2.55085117829323,,66.935,,,,,4310.0,,,,,,,,,,1970,Europe & Central Asia,Albania,Upper middle income
112,ALB,Albania,,,2081695.0,2.8960833877323,,66.689,,,,,4290.0,,,,,,,,,,1969,Europe & Central Asia,Albania,Upper middle income
113,ALB,Albania,,,2022272.0,2.84251071048949,,66.487,,,,,4120.0,,,,,,,,,,1968,Europe & Central Asia,Albania,Upper middle income
114,ALB,Albania,,,1965598.0,2.63019034549493,,66.304,,,,,4260.0,,,,,,,,,,1967,Europe & Central Asia,Albania,Upper middle income
115,ALB,Albania,,,1914573.0,2.63456387954101,,66.11,,,,,4860.0,,,,,,,,,,1966,Europe & Central Asia,Albania,Upper middle income
116,ALB,Albania,,,1864791.0,2.75402123804227,,65.85,,,,,4860.0,,,,,,,,,,1965,Europe & Central Asia,Albania,Upper middle income
117,ALB,Albania,,,1814135.0,2.88068642624326,,65.463,,,,,100.0,,,,,,,,,,1964,Europe & Central Asia,Albania,Upper middle income
118,ALB,Albania,,,1762621.0,2.95374876199632,,64.914,,,,,,,,,,,,,,,1963,Europe & Central Asia,Albania,Upper middle income
119,ALB,Albania,,,1711319.0,3.05673050279088,,64.19,,,,,,,,,,,,,,,1962,Europe & Central Asia,Albania,Upper middle income
120,ALB,Albania,,,1659800.0,3.12085537059054,,63.301,,,,,,,,,,,,,,,1961,Europe & Central Asia,Albania,Upper middle income
121,ALB,Albania,,,1608800.0,,,62.283,,,,,,,,,,,,,,,1960,Europe & Central Asia,Albania,Upper middle income
122,DZA,Algeria,,,,,,,,,,,,,,,,,,,,,2020,Middle East & North Africa,Algeria,Lower middle income
123,DZA,Algeria,3948.34327892571,169988236398.126,43053054.0,1.93395019121501,,,,,,,4514.0,98599.0,1.95176821052894,119.353558333333,,,,,52.0447745745085,1381890089.621,2019,Middle East & North Africa,Algeria,Lower middle income
124,DZA,Algeria,4114.71506136896,173757952824.25,42228429.0,2.00737383000812,51.3656692504883,76.693,,,2657000.0,5610000.0,4186.0,94341.0,4.26999020467078,116.593791666667,,,,,57.9645690084949,1466082167.31,2018,Middle East & North Africa,Algeria,Lower middle income
125,DZA,Algeria,4044.27660039876,167389364980.671,41389198.0,2.0449525028769,47.6468315124512,76.499,0.601269898104844,0.54243,2451000.0,5058000.0,4021.0,94248.0,5.59111590961673,110.973016666667,,,,,55.8799937552824,1200965279.93224,2017,Middle East & North Africa,Algeria,Lower middle income
